Census year,Block ID,Property ID,Base property ID,Building name,Street address,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers,x coordinate,y coordinate
2019,531,111127,111127,,61-63 Newton Street KENSINGTON VIC 3031,Kensington,1999,,2,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92283,-37.79564
2019,928,608388,608388,,16 Sauvage Street PARKVILLE 3052,Parkville,2006,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94150,-37.77645
2019,528,569236,569236,,148 Kensington Road KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92017,-37.79817
2019,774,600430,600430,,824 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,2012,,1,Manufacturing,Low level of accessibility,All entrances have steps,1,0,FALSE,144.93145,-37.82266
2019,505,100506,100506,,356-378 Arden Street KENSINGTON VIC 3031,Kensington,1980,1970,1,Wholesale,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,,FALSE,144.93390,-37.79890
2019,857,102521,102521,Kingsgate,252 Domain Road SOUTH YARRA VIC 3141,South Yarra,,,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,FALSE,144.98661,-37.83429
2019,858,107820,107820,Balmoral,773-783 Punt Road SOUTH YARRA VIC 3141,South Yarra,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98650,-37.83641
2019,859,109873,109873,Walsh Court,41-47 Walsh Street SOUTH YARRA VIC 3141,South Yarra,1980,,3,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,FALSE,144.98465,-37.83690
2019,869,107784,107784,,485-489 Punt Road SOUTH YARRA VIC 3141,South Yarra,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98507,-37.84400
2019,63,105867,105867,Denmark House,428-432 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),1924,1992,4,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.95973,-37.81393
2019,523,104387,104387,,25 Gower Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92935,-37.79511
2019,359,107729,107729,,6 Princess Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95670,-37.80482
2019,922,104160,104160,Kelving Grove,118 Gatehouse Street PARKVILLE 3052,Parkville,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95447,-37.79435
2019,81,576712,576712,,17 Nicholson Place MELBOURNE 3000,Melbourne (CBD),2002,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95345,-37.81319
2019,377,110254,110254,,3-9 Wreckyn Street NORTH MELBOURNE 3051,North Melbourne,1980,2001,2,Office,Low level of accessibility,All entrances have steps,1,0,,144.95321,-37.80077
2019,345,636916,636916,,34 Little Curzon Street NORTH MELBOURNE 3051,North Melbourne,2013,,3,House/Townhouse,Not determined or not applicable,Access has not been rated,0,,,144.94826,-37.80406
2019,928,608374,608374,,94 Parkville Avenue PARKVILLE 3052,Parkville,2006,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94218,-37.77734
2019,567,104675,104675,,6 Hardwick Lane KENSINGTON VIC 3031,Kensington,,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92280,-37.79023
2019,67,105683,105683,,157-159 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),1986,1993,1,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,144.96786,-37.81094
2019,527,595175,595175,,3 Fisken Place KENSINGTON VIC 3031,Kensington,2018,1970,1,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,FALSE,144.92421,-37.79535
2019,347,110789,110789,,20 Glass Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94883,-37.80184
2019,95,105983,105983,,62-64 Little La Trobe Street MELBOURNE 3000,Melbourne (CBD),1910,,3,Educational/Research,Low level of accessibility,All entrances have steps,1,0,,144.96189,-37.80940
2019,532,108328,108328,,18 The Ridgeway KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92587,-37.79394
2019,57,108586,108586,,166 Russell Street MELBOURNE 3000,Melbourne (CBD),1901,2009,4,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.96821,-37.81232
2019,340,102793,102793,,109-111 Dryburgh Street NORTH MELBOURNE 3051,North Melbourne,1940,,2,Workshop/Studio,Low level of accessibility,All entrances have steps,1,0,TRUE,144.94300,-37.80393
2019,528,560459,560459,,136A Kensington Road KENSINGTON VIC 3031,Kensington,2000,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92085,-37.79776
2019,405,109733,109733,,421 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94634,-37.80512
2019,370,592685,592685,,119 Leveson Street NORTH MELBOURNE 3051,North Melbourne,,,3,House/Townhouse,,,,,,144.95117,-37.80145
2019,779,602000,602000,,90 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,,,1,Storage,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,FALSE,144.92755,-37.82571
2019,511,101905,101905,,39 Chelmsford Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.93405,-37.79635
2019,87,106050,106050,,134-144 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),1926,,2,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,144.96775,-37.80941
2019,533,100712,100712,,36 Bangalore Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92473,-37.79367
2019,928,608398,608398,,95 Parkville Avenue PARKVILLE 3052,Parkville,2006,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94173,-37.77703
2019,2513,615090,615090,,75 Market Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.92597,-37.79087
2019,426,108344,108344,Illura Apartments,87-101 Roden Street WEST MELBOURNE 3003,West Melbourne (Residential),2013,,6,Residential Apartment,High level of accessibility,Main Entrance has ramp,3,18,,144.94878,-37.80750
2019,2506,618160,618160,,2-12 Calwell Street KENSINGTON VIC 3031,Kensington,1996,1970,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,FALSE,144.92711,-37.78836
2019,342,105822,105822,,6 Lothian Street NORTH MELBOURNE 3051,North Melbourne,1960,,1,Workshop/Studio,Low level of accessibility,All entrances have steps,1,0,,144.94458,-37.80389
2019,346,107986,107986,,566-574 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,1885,,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.94848,-37.80271
2019,440,105333,105333,,477 King Street WEST MELBOURNE 3003,West Melbourne (Residential),1960,,1,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.95168,-37.80886
2019,375,103810,103810,RMIT Village,5-17 Flemington Road NORTH MELBOURNE 3051,North Melbourne,1971,2018,6,Unoccupied - Under Renovation,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,144.95584,-37.80142
2019,512,100304,100304,,28-32 Albermarle Street KENSINGTON VIC 3031,Kensington,1980,1970,1,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,,FALSE,144.93368,-37.79541
2019,423,109717,109717,,353 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),1901,,2,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,,144.94973,-37.80539
2019,356,101957,101957,,122 Chetwynd Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95270,-37.80485
2019,419,104727,104727,Mighty Apollo Apartments,101-107 Hawke Street WEST MELBOURNE 3003,West Melbourne (Residential),2012,,5,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.94676,-37.80771
2019,419,108371,108371,,154 Roden Street WEST MELBOURNE 3003,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94675,-37.80821
2019,95,100152,100152,,47-49 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),1923,,3,Office,Low level of accessibility,All entrances have steps,1,0,,144.96215,-37.80908
2019,808,108050,108050,,107-127 Queens Bridge Street SOUTHBANK VIC 3006,Southbank,1888,1988,5,Parking - Private Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,FALSE,144.96076,-37.82491
2019,526,105246,105246,,52 Kensington Road KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92555,-37.79506
2019,53,101181,101181,Law Institute of Victoria,468-470 Bourke Street MELBOURNE 3000,Melbourne (CBD),1959,2004,9,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,TRUE,144.95970,-37.81470
2019,508,103332,103332,,33-35 Elizabeth Street KENSINGTON VIC 3031,Kensington,1901,1970,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,FALSE,144.93337,-37.79793
2019,928,653560,653560,,110-114 Cade Way PARKVILLE 3052,Parkville,,,14,Unoccupied - Under Construction,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.93902,-37.77894
2019,2519,614898,614898,,88 Bellair Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.92932,-37.79127
2019,551,107566,107566,,24 Peppercorn Walk KENSINGTON VIC 3031,Kensington,,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92239,-37.79232
2019,526,105244,105244,,56 Kensington Road KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92542,-37.79514
2019,541,111002,111002,,36-38 Newman Street KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91987,-37.79556
2019,503,612848,109449,,69-71 Bakehouse Road KENSINGTON VIC 3031,Kensington,2007,1970,1,Wholesale,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,,FALSE,144.92996,-37.79959
2019,520,580220,580220,Residential,39 Kensington Road KENSINGTON VIC 3031,Kensington,2004,1970,3,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,FALSE,144.92597,-37.79538
2019,2536,615133,615133,,29 Smith Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.93290,-37.79128
2019,2532,615615,615615,,12-14 Lambeth Street KENSINGTON VIC 3031,Kensington,1950,,1,House/Townhouse,,,,,,144.93424,-37.78927
2019,791,111417,110496,Comtech Training,200 Lorimer Street PORT MELBOURNE VIC 3207,Port Melbourne,1999,,2,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,FALSE,144.90127,-37.82979
2019,910,108483,108483,,127 Royal Parade PARKVILLE 3052,Parkville,1886,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.95782,-37.79321
2019,859,109512,109512,,146W-150W Toorak Road SOUTH YARRA VIC 3141,South Yarra,,,1,Unoccupied - Under Construction,Low level of accessibility,All entrances have steps,1,0,FALSE,144.98436,-37.83765
2019,541,110875,110875,,23-25 Bateman Road KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91864,-37.79539
2019,921,632409,103909,Veterinary Preclinical Sciences Bldg 400,30 Flemington Road PARKVILLE 3052,Parkville,1960,,7,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,0,TRUE,144.95385,-37.79754
2019,431,108937,108937,,506-508 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),1900,,1,Retail - Showroom,Low level of accessibility,All entrances have steps,1,0,,144.94904,-37.80849
2019,352,101817,101817,,65 Chapman Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94826,-37.79663
2019,358,107493,107493,,123-133 Peel Street NORTH MELBOURNE 3051,North Melbourne,1970,,3,Educational/Research,Low level of accessibility,All entrances have steps,1,0,TRUE,144.95579,-37.80504
2019,327,104578,104578,,37-41 Haines Street NORTH MELBOURNE 3051,North Melbourne,,,4,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,,144.94813,-37.79904
2019,2526,698149,698149,,8 Clare Lane KENSINGTON VIC 3031,Kensington,2018,,3,House/Townhouse,Not determined or not applicable,Access has not been rated,0,,,144.93100,-37.79100
2019,516,109488,109488,,12 Tennyson Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.93067,-37.79734
2019,310,628742,628742,,110-116 Langford Street NORTH MELBOURNE 3051,North Melbourne,,2011,1,Workshop/Studio,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.93701,-37.79652
2019,558,583683,583683,,71 Francis Lane KENSINGTON VIC 3031,Kensington,2003,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91777,-37.79423
2019,503,612526,109449,,42-44 McLennan Drive KENSINGTON VIC 3031,Kensington,2007,1970,1,Storage,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,,FALSE,144.92996,-37.79959
2019,352,106724,106724,,20 Molesworth Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94899,-37.79801
2019,547,100936,100936,,28 Bayswater Road KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92434,-37.79283
2019,538,570815,570815,,19 Goldsbrough Walk KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91908,-37.79691
2019,564,109180,109180,,43-45 Stockmans Way KENSINGTON VIC 3031,Kensington,2001,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92190,-37.79181
2019,2514,615843,615843,,24 McCracken Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.92743,-37.79061
2019,354,105605,105605,,11-17 Leveson Street NORTH MELBOURNE 3051,North Melbourne,,,2,Office,Low level of accessibility,All entrances have steps,1,0,,144.95052,-37.80458
2019,2519,614913,614913,,106 Bellair Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.92943,-37.79174
2019,270,664672,104468,Conservatorium of Music Building 141,230 Grattan Street PARKVILLE 3010,Parkville,,,2,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.96124,-37.79675
2019,2546,615355,615355,,66 Barnett Street KENSINGTON VIC 3031,Kensington,1915,,1,House/Townhouse,,,,,,144.93182,-37.79338
2019,923,107315,107315,,205 Park Drive PARKVILLE 3052,Parkville,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95664,-37.79295
2019,543,106901,106901,,92-94 Newman Street KENSINGTON VIC 3031,Kensington,1998,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92124,-37.79478
2019,355,106003,106003,,16 Little Leveson Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95181,-37.80431
2019,569,105044,105044,,76-78 Howlett Street KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92089,-37.79082
2019,784,110562,110597,,7 Central Boulevard PORT MELBOURNE VIC 3207,Port Melbourne,1980,,2,Office,Low level of accessibility,All entrances have steps,1,0,FALSE,144.91884,-37.82228
2019,368,105631,105631,,84-88 Leveson Street NORTH MELBOURNE 3051,North Melbourne,1920,,1,Manufacturing,Low level of accessibility,All entrances have steps,1,0,,144.95186,-37.80215
2019,524,104799,104799,,33 Henry Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92766,-37.79525
2019,335,102916,102916,,236 Dryburgh Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94416,-37.80105
2019,346,576891,576891,,3 Purcell Street NORTH MELBOURNE 3051,North Melbourne,2002,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94925,-37.80239
2019,61,105717,105717,The Fifth Apartments,20-40 Rose Lane MELBOURNE 3000,Melbourne (CBD),2017,,52,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,114,,144.95425,-37.81499
2019,857,110189,110189,,14-16 Witchwood Close SOUTH YARRA VIC 3141,South Yarra,,2010,2,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,FALSE,144.98638,-37.83343
2019,375,102241,102241,University Place,10-20 Courtney Street NORTH MELBOURNE 3051,North Melbourne,,,4,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.95519,-37.80237
2019,531,111431,111431,,71 Mercantile Parade KENSINGTON VIC 3031,Kensington,1999,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92152,-37.79641
2019,559,585145,585145,,36 Rourke Lane KENSINGTON VIC 3031,Kensington,2003,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91669,-37.79334
2019,561,111266,111266,,10 McAllister Mews KENSINGTON VIC 3031,Kensington,,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91990,-37.79255
2019,861,109521,109521,,86W Toorak Road SOUTH YARRA VIC 3141,South Yarra,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98120,-37.83737
2019,547,103384,103384,,53 Epsom Road KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92517,-37.79188
2019,2513,615647,615647,,79 Market Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.92565,-37.79105
2019,856,100430,100430,The Royal Botanical Apartments,39-53 Acland Street SOUTH YARRA VIC 3141,South Yarra,1995,2007,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,FALSE,144.98420,-37.83344
2019,503,612519,109449,,93-95 Bakehouse Road KENSINGTON VIC 3031,Kensington,2007,1970,1,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,,FALSE,144.92996,-37.79959
2019,520,580219,580219,,50-54 Henry Street KENSINGTON VIC 3031,Kensington,2004,1970,3,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,FALSE,144.92651,-37.79551
2019,538,111237,111237,,50 Mercantile Parade KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92049,-37.79608
2019,804,692411,110484,Melbourne Exhibition Centre Expansion,Melbourne Exhibition Centre Expansion 1 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,2018,,1,"Performances, Conferences, Ceremonies",High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,FALSE,144.95230,-37.82539
2019,535,100902,100902,,75-77 Bayswater Road KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.92270,-37.79435
2019,2528,615996,615996,Telstra Flemington Exchange,21-27 Eastwood Street KENSINGTON VIC 3031,Kensington,1975,1970,2,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,FALSE,144.93010,-37.78926
2019,928,608453,608453,,38 Strickland Road PARKVILLE 3052,Parkville,2006,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94064,-37.77723
2019,545,110046,110046,,47 Westbourne Road KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92259,-37.79323
2019,357,556745,556745,,21 Capel Place NORTH MELBOURNE 3051,North Melbourne,2000,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95446,-37.80425
2019,736,680222,559332,East Tower,42 Balston Street SOUTHBANK VIC 3006,Southbank,2017,,38,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,162,TRUE,144.96249,-37.82673
2019,317,108695,108695,,1 Shiel Street NORTH MELBOURNE 3051,North Melbourne,2017,,6,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.94380,-37.79833
2019,546,100932,100932,,40 Bayswater Road KENSINGTON VIC 3031,Kensington,1870,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92386,-37.79312
2019,362,103240,103240,,551-573 Elizabeth Street MELBOURNE 3000,North Melbourne,1920,,4,Retail - Cars,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,TRUE,144.95834,-37.80508
2019,2523,614822,614822,,530 Macaulay Road KENSINGTON VIC 3031,Kensington,1900,1970,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,,FALSE,144.92852,-37.79406
2019,513,574482,574482,,23 Hardiman Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.93241,-37.79538
2019,520,621973,621973,100 Ormond Street,100-112 Ormond Street KENSINGTON VIC 3031,Kensington,2009,1970,4,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,2,FALSE,144.92715,-37.79839
2019,349,102362,102362,,144 Curzon Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94903,-37.79966
2019,318,108713,108713,,26 Shiel Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94364,-37.79710
2019,562,104597,104597,,8-10 Halford Lane KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92066,-37.79133
2019,918,107342,107342,Weston Court,42-44 Park Drive PARKVILLE 3052,Parkville,1931,,2,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.95484,-37.79570
2019,341,109763,109763,,670 Victoria Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94387,-37.80428
2019,2527,615177,615177,,41 Eastwood Street KENSINGTON VIC 3031,Kensington,1995,,2,House/Townhouse,,,,,,144.93020,-37.79007
2019,511,101032,101032,,5 Bent Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.93498,-37.79641
2019,2538,616141,616141,,63-71 Lambeth Street KENSINGTON VIC 3031,Kensington,2010,1970,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,2,FALSE,144.93440,-37.79107
2019,355,109811,109811,,428 Victoria Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95187,-37.80518
2019,360,107724,107724,,5 Princess Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95694,-37.80520
2019,810,590044,576746,City Tower,City Tower 181-187 City Road SOUTHBANK VIC 3006,Southbank,2004,,38,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,125,FALSE,144.96220,-37.82474
2019,2503,617765,617765,,22 Bendall Street KENSINGTON VIC 3031,Kensington,1996,,2,House/Townhouse,,,,,,144.92388,-37.78910
2019,533,100880,100880,,7 Bayswater Road KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92516,-37.79285
2019,516,102462,102462,,69-71 Derby Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92956,-37.79813
2019,350,104577,104577,,23 Haines Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94929,-37.79903
2019,413,105087,105087,,100 Ireland Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.94322,-37.80645
2019,850,105115,105113,Richmond Rowing Club,Richmond Rowing Club 7 Boathouse Drive MELBOURNE VIC 3004,Melbourne (Remainder),1863,2014,2,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,TRUE,144.97056,-37.81991
2019,332,100653,100653,,53 Baillie Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94644,-37.80154
2019,527,111351,111351,,110B Kensington Road KENSINGTON VIC 3031,Kensington,,,2,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92256,-37.79682
2019,2517,614560,614560,,7 McConnell Street KENSINGTON VIC 3031,Kensington,1900,,2,House/Townhouse,,,,,,144.92876,-37.79022
2019,345,103395,103395,,11 Errol Street NORTH MELBOURNE 3051,North Melbourne,1880,,2,Retail - Shop,Low level of accessibility,All entrances have steps,1,0,,144.94903,-37.80470
2019,538,109430,109430,,17-19 Tankard Street KENSINGTON VIC 3031,Kensington,,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92024,-37.79616
2019,369,103498,103498,,116-118 Errol Street NORTH MELBOURNE 3051,North Melbourne,1870,2009,3,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.95010,-37.80223
